citizen_id,first_name,surname,date_of_birth,age,gender,indigenous_status,household_id,years_in_pandanus_reach,education_level,employment_sector,occupation,annual_income_aud,social_credit_score,tier,curfew_window,vehicle_owned,mobile_id,biometric_template_hash,registration_date
PR-02246,Angel,Edwards,2002-12-20,23,M,Y,HH-00501,20,Year 12,Indigenous Services,Cultural Mediator,81242.0,426,D,18:00-07:00 (strict),Y,0498045225,f01ff790d88d3efc,2011-06-22
PR-02247,Howard,Campbell,1982-02-02,44,M,N,HH-00104,0,Year 12,Mining,Haul Truck Driver,158875.0,727,B,21:00-06:00,Y,0418724766,1c3399e7869f1cec,2014-01-30
PR-02248,Paul,Swanson,1991-09-14,34,M,N,HH-00283,0,Certificate III,Retail,Hardware Store Clerk,45306.0,690,C,20:00-06:00,N,0458169137,df9ce957ea6b752c,2021-03-10
PR-02249,Brent,Russell,1996-12-20,29,M,N,HH-00054,4,Year 12,Hospitality,Bartender,44940.0,613,C,20:00-06:00,Y,0459559121,0849b2631f5b4c47,2012-10-07
PR-02250,Rhonda,Hernandez,1995-09-09,30,F,N,HH-00330,3,Certificate III,Retail,Hardware Store Clerk,55892.0,591,C,20:00-06:00,Y,0499041118,84ece9ed650d4080,2016-09-13
PR-02251,Kevin,Christian,2008-03-20,18,M,N,HH-00638,9,Bachelor,Public Safety,Fire & Rescue,92000.0,763,B,21:00-06:00,N,0434727121,b1e519a59d3e6af8,2013-06-22
PR-02252,Joel,Mcclure,1968-08-22,57,M,N,HH-00853,17,Certificate III,Education,Principal,77184.0,619,C,20:00-06:00,Y,0458536525,fcb7a7669200f489,2021-05-30
PR-02253,Stephen,Aguirre,1985-01-04,41,M,Y,HH-00266,5,Certificate IV,Mining,FIFO Drill Operator,114346.0,574,C,20:00-06:00,Y,0497766247,e9d3dbf9404576b6,2022-02-12
PR-02254,Candace,Stuart,1985-05-15,41,F,N,HH-00860,0,Certificate III,Mining,Mine Safety Officer,131913.0,682,C,20:00-06:00,N,0466502886,90786ee24ca0d9fc,2021-07-21
PR-02255,Matthew,Conrad,1994-02-25,32,M,Y,HH-00979,18,Bachelor,Education,Primary Teacher,73562.0,503,C,20:00-06:00,Y,0495653922,0361fb7de6266588,2022-05-07
PR-02256,Gerald,Ward,2002-12-09,23,M,N,HH-00880,12,No formal,Mining,Haul Truck Driver,160201.0,600,C,20:00-06:00,Y,0423460777,2e47bea3aa74ce56,2017-05-21
PR-02257,Steven,Schroeder,1987-05-02,39,M,N,HH-00237,15,Year 12,Mining,Mine Safety Officer,172807.0,774,B,21:00-06:00,Y,0424941208,eb26e95c581a7112,2014-04-11
PR-02258,Lisa,Jones,1977-01-14,49,F,N,HH-00974,18,Year 12,Trades,Electrician,111313.0,752,B,21:00-06:00,Y,0434290898,336347936014ab94,2020-02-21
PR-02259,Jonathan,Ballard,1971-10-03,54,M,Y,HH-00370,6,Bachelor,Government,Compliance Inspector,83416.0,482,D,18:00-07:00 (strict),Y,0458038653,62ba1cc3df5e444e,2023-07-16
PR-02260,Amy,Novak,1987-09-11,38,X,N,HH-00510,12,Year 10,Mining,Haul Truck Driver,126420.0,675,C,20:00-06:00,Y,0484389476,3bab19fb743461b3,2012-07-28
PR-02261,Anna,Edwards,2000-11-17,25,F,N,HH-00425,10,Bachelor,Mining,Haul Truck Driver,117809.0,732,B,21:00-06:00,Y,0425496941,9ff1b9a30f37e1bc,2013-08-12
PR-02262,Douglas,Cox,1996-01-12,30,M,N,HH-00504,10,Year 12,Indigenous Services,Cultural Mediator,76088.0,636,C,20:00-06:00,N,0469457952,2bea9c8f48194d35,2013-11-11
PR-02263,Raymond,Scott,2010-04-11,16,M,N,HH-00928,6,Postgraduate,Student,Student,12714.0,742,B,21:00-06:00,Y,0468610285,793b36b2b53e7436,2014-12-09
PR-02264,Sherri,Santos,1969-05-15,57,F,N,HH-00164,19,Postgraduate,Unemployed,Unemployed,25320.0,672,C,20:00-06:00,N,0415494184,603b11367413e836,2013-02-01
PR-02265,Ashley,Williams,1996-11-12,29,X,N,HH-00449,7,Year 10,Mining,Process Plant Technician,144610.0,650,C,20:00-06:00,Y,0450279000,16d2b63a556e88cb,2016-12-19
PR-02266,Shannon,Stark,1982-08-27,43,F,Y,HH-00184,14,Year 12,Unemployed,Unemployed,25139.0,689,C,20:00-06:00,N,0426944674,ae468ab47618e2bb,2016-06-27
PR-02267,Megan,Crane,1967-05-28,59,X,N,HH-00941,5,Certificate IV,Government,Surveillance Operator,96662.0,481,D,18:00-07:00 (strict),Y,0448632833,00b81f851e9db1a6,2020-11-26
PR-02268,Jonathan,Baker,1958-10-09,67,M,Y,HH-00127,21,Year 10,Retired,Retired,35081.0,549,C,20:00-06:00,Y,0456218260,96f95533fca590c2,2020-11-27
PR-02269,Marc,Schneider,2009-09-21,16,M,N,HH-00280,12,Diploma,Student,Student,17710.0,558,C,20:00-06:00,Y,0484935254,9cccef033b2e1873,2014-10-12
PR-02270,Lori,Smith,2003-05-08,23,X,N,HH-00399,3,Diploma,Mining,Process Plant Technician,168631.0,686,C,20:00-06:00,Y,0443632413,0f5c327c5e676d6f,2015-06-04
PR-02271,Christopher,Ross,1988-12-15,37,M,N,HH-01115,7,Certificate IV,Mining,Haul Truck Driver,173725.0,665,C,20:00-06:00,N,0476167563,4e77cd191dd09d7b,2016-10-14
PR-02272,Julia,Davis,1974-09-13,51,F,N,HH-01041,11,Certificate III,Retail,Supermarket Worker,45206.0,859,A,22:00-06:00 (advisory only),Y,0487297675,8f0ff8f624054764,2020-05-07
PR-02273,Stephanie,Marshall,1974-12-11,51,F,N,HH-00784,5,Diploma,Education,Primary Teacher,55107.0,656,C,20:00-06:00,Y,0430565671,3d4819729ba2ccb8,2021-08-06
PR-02274,Samantha,Nielsen,1981-09-03,44,X,N,HH-00358,19,Year 10,Education,Principal,89125.0,568,C,20:00-06:00,Y,0454501157,78c1a8f47643b1ca,2014-02-22
PR-02275,Gary,Stewart,1960-11-23,65,M,Y,HH-00370,9,Bachelor,Government,Surveillance Operator,75574.0,491,D,18:00-07:00 (strict),Y,0452727864,a31d55c93416463e,2018-02-28
PR-02276,Michael,Alvarez,1999-11-22,26,M,N,HH-00506,0,Certificate IV,Unemployed,Unemployed,19877.0,454,D,18:00-07:00 (strict),Y,0488885917,3cd42dd2f1c1b615,2011-11-21
PR-02277,Eric,Harrison,1989-06-10,37,X,Y,HH-00442,11,Year 12,Mining,Haul Truck Driver,140113.0,339,D,18:00-07:00 (strict),Y,0492673451,bdae6ac349b24995,2015-11-02
PR-02278,Anthony,Burke,1957-04-26,69,X,N,HH-00600,3,Year 12,Retired,Retired,29352.0,822,B,21:00-06:00,Y,0476960840,f8eb598272256fb2,2024-06-18
PR-02279,Isaiah,Jordan,1988-01-26,38,M,N,HH-00803,5,Diploma,Indigenous Services,Cultural Mediator,46398.0,678,C,20:00-06:00,Y,0428903037,6cc36bbcd1af31e0,2012-02-10
PR-02280,Shawna,Cisneros,2010-04-06,16,F,Y,HH-00473,13,Year 12,Student,Student,10235.0,570,C,20:00-06:00,N,0426913988,8e277c75e96863fa,2015-02-17
PR-02281,Madison,Miller,1991-05-14,35,F,N,HH-01037,7,Certificate IV,Health,Mental Health Clinician,118193.0,575,C,20:00-06:00,Y,0455370500,736bec3a888c6ec7,2017-01-09
PR-02282,Elizabeth,Joseph,2009-11-12,16,F,Y,HH-00194,16,Certificate III,Student,Student,22749.0,623,C,20:00-06:00,N,0485577947,a93830e58a59f987,2018-09-13
PR-02283,Michael,Green,2005-06-28,21,M,Y,HH-00706,9,No formal,Education,Secondary Teacher,84512.0,418,D,18:00-07:00 (strict),Y,0498202384,9f0068d2467dfbf7,2012-08-24
PR-02284,Steven,Peterson,2006-08-22,19,M,N,HH-00216,19,Year 12,Trades,Plumber,75156.0,744,B,21:00-06:00,N,0421081940,13d29fc631aca891,2013-08-28
PR-02285,Hannah,Barnes,1954-08-25,71,F,N,HH-01119,0,Certificate III,Retired,Retired,30244.0,760,B,21:00-06:00,Y,0447518437,e1c19370d63f123e,2020-12-29
PR-02286,Caitlyn,Horton,2005-04-25,21,F,N,HH-00192,21,Certificate IV,Health,Pharmacist,104019.0,533,C,20:00-06:00,Y,0423315575,1473025a736d566d,2021-01-19
PR-02287,James,Smith,1948-02-19,78,M,N,HH-00204,7,Bachelor,Retired,Retired  ,17572.0,596,C,20:00-06:00,Y,0421678669,4921a56502af156e,2019-09-18
PR-02288,Blake,Contreras,1985-11-15,40,M,N,HH-00227,12,Year 12,Public Safety,Regional Police Officer,54219.0,728,B,21:00-06:00,Y,0433634793,410a61b0ab571140,2015-11-20
PR-02289,William,Mcmillan,2009-12-21,16,M,N,HH-00363,9,Bachelor,Student,Student,14277.0,666,C,20:00-06:00,N,0463179088,4fd84ba5bd734e89,2021-08-31
PR-02290,Eugene,Hernandez,2010-05-01,16,M,N,HH-00892,0,No formal,Student,Student,22764.0,635,C,20:00-06:00,Y,0440954383,928311deadc37b9d,2013-06-02
PR-02291,Michelle,Wilson,1987-04-21,39,X,N,HH-00095,9,Year 10,Government,Compliance Inspector,121688.0,735,B,21:00-06:00,Y,0466101245,2ed1acd9df4f13e0,2017-01-15
PR-02292,Kelly,Smith,1962-08-07,63,F,N,HH-00616,25,Certificate IV,Mining,Mine Geologist,162575.0,672,C,20:00-06:00,Y,0493080126,c8afab247dc4aee5,2023-01-03
PR-02293,Calvin,Cole,1985-11-02,40,M,N,HH-00390,27,Year 10,Mining,FIFO Drill Operator,113077.0,504,C,20:00-06:00,Y,0434670174,e7aa73d5693e8c0e,2012-09-19
PR-02294,Jeffery,Werner,1988-08-12,37,X,N,HH-00515,10,Year 12,Mining,Mine Geologist,126456.0,737,B,21:00-06:00,Y,0447684709,4daf0ffb8a36627a,2018-12-31
PR-02295,Christopher,Gray,1994-06-06,32,M,N,HH-00189,8,Year 12,Health,Pharmacist,140393.0,535,C,20:00-06:00,Y,0487761337,7f2befbff51f1a4f,2024-09-07
PR-02296,Teresa,Ray,2010-04-22,16,X,Y,HH-00868,4,Diploma,Student,Student,17849.0,500,C,20:00-06:00,N,0428349768,d17385e886468892,2022-09-29
PR-02297,Alan,Mosley,1976-05-31,50,M,N,HH-00591,7,Certificate III,Trades,Builder,63918.0,509,C,20:00-06:00,Y,0420129246,d3a5e6f273d8c8b2,2023-07-02
PR-02298,Melissa,Banks,1981-01-23,45,F,N,HH-00375,27,Bachelor,Education,Skills Institute Lecturer,59215.0,603,C,20:00-06:00,Y,0425873894,4c953c8baae8f433,2017-02-05
PR-02299,Michael,Daniels,1977-02-11,49,X,N,HH-00968,9,Diploma,Health,Pharmacist,85392.0,855,A,22:00-06:00 (advisory only),Y,0420774925,e40b9c5bf95c082d,2022-01-23
PR-02300,Brian,Thompson,1992-10-26,33,M,N,HH-00875,20,Year 12,Education,Principal,63082.0,501,C,20:00-06:00,Y,0498427126,9f7a0fa3360eef0f,2013-10-30
PR-02301,Kurt,Daniels,2001-08-09,24,M,N,HH-00962,24,Year 10,Health,GP,87080.0,763,B,21:00-06:00,Y,0484326331,dce8701b5ab104d4,2023-03-08
PR-02302,Melissa,Kim,1991-07-16,34,F,N,HH-01028,12,Certificate III,Education,Primary Teacher,96099.0,748,B,21:00-06:00,Y,0493879044,e90e2ff80cb36307,2020-01-14
PR-02303,Tammy,Vincent,1962-04-28,64,F,Y,HH-00485,3,Certificate IV,Mining,Mine Safety Officer,125187.0,491,D,18:00-07:00 (strict),Y,0469297263,588344ed760ee741,2022-08-20
PR-02304,Ashley,Banks,1971-12-29,54,F,N,HH-00046,12,Year 12,Education,Principal,,779,B,21:00-06:00,Y,0430289508,c444e41bd4f5e840,2017-02-09
PR-02305,Jon,Walton,1982-07-26,43,M,N,HH-00605,2,Year 12,Hospitality,Bartender,47347.0,722,B,21:00-06:00,N,0460808227,be7445a052fd4bf8,2012-09-30
PR-02306,Sean,Perkins,1984-02-16,42,X,N,HH-00681,0,Postgraduate,Health,GP,102717.0,707,B,21:00-06:00,Y,0448395262,80e3c5c07407b58c,2015-05-31
PR-02307,Jason,Walker,1994-09-01,31,M,Y,HH-00307,0,Certificate III,Mining,Mine Geologist,123650.0,586,C,20:00-06:00,Y,0442971677,ba972ac628311db1,2016-09-08
PR-02308,James,Harrison,1980-10-09,45,X,N,HH-01008,0,Diploma,Retail,Supermarket Worker,41575.0,567,C,20:00-06:00,Y,0429220143,34237d1095d38173,2024-11-24
PR-02309,Suzanne,Gutierrez,2000-11-25,25,F,N,HH-00031,0,Bachelor,Trades,Welder,79355.0,898,A,22:00-06:00 (advisory only),Y,0438010136,ecf280b855733ecc,2021-03-16
PR-02310,Patrick,Smith,2000-11-03,25,M,N,HH-00401,0,Year 10,Hospitality,Caravan Park Host,47872.0,822,B,21:00-06:00,N,0437072445,01d9b63bdab24748,2014-06-27
PR-02311,Drew,Hobbs,1971-12-15,54,M,N,HH-00713,14,Bachelor,Mining,Haul Truck Driver,161279.0,770,B,21:00-06:00,N,0428718144,366faf222bb9703a,2023-02-03
PR-02312,Rebecca,Perry,1992-05-21,34,F,Y,HH-00307,29,Bachelor,Unemployed,Unemployed,27339.0,390,D,18:00-07:00 (strict),Y,0467441199,e263cf35c49ef31a,2023-12-15
PR-02313,Jason,Smith,1991-02-10,35,M,Y,HH-01049,0,Bachelor,Public Safety,Correctional Officer,84414.0,518,C,20:00-06:00,Y,0429394450,658587d163fcd14d,2016-08-05
PR-02314,Robert,Wilkins,1984-04-08,42,M,N,HH-00151,9,Year 12,Government,Compliance Inspector,45696.0,554,C,20:00-06:00,N,0443407750,3608f623af88a3f3,2016-01-17
PR-02315,Tyler,Haney,1996-01-02,30,M,N,HH-00795,20,Certificate IV,Government,Surveillance Operator,81281.0,715,B,21:00-06:00,N,0444920461,c2a0b25ff6cafc7a,2024-12-24
PR-02316,James,Newman,1992-11-25,33,X,N,HH-00972,10,Year 12,Trades,Electrician,96948.0,504,C,20:00-06:00,Y,0487545140,d5493560edb46a39,2022-07-28
PR-02317,Laura,Anderson,1998-07-10,27,F,N,HH-00258,2,Certificate III,Mining,Haul Truck Driver,170447.0,679,C,20:00-06:00,Y,0410780283,b404fd418be573c4,2025-01-13
PR-02318,Christopher,Strong,1974-09-20,51,M,Y,HH-00546,0,Postgraduate,Government,Civic Harmony Auditor,79682.0,653,C,20:00-06:00,N,0429192400,8fd7cab9dd88a11f,2017-06-23
PR-02319,Ariana,Owen,2001-12-03,24,F,N,HH-00874,0,Diploma,Retail,Hardware Store Clerk,43509.0,615,C,20:00-06:00,Y,0441060001,1714db1e76c0e945,2020-03-11
PR-02320,Rachel,Cameron,1987-07-16,38,F,Y,HH-00896,9,Diploma,Public Safety,Fire & Rescue,85761.0,549,C,20:00-06:00,Y,0428586879,3900de424f18f35f,2014-12-30
PR-02321,Kristen,Fry,1976-05-06,50,F,N,HH-00029,16,Postgraduate,Government,Compliance Inspector,95756.0,713,B,21:00-06:00,Y,0436291051,f5ccbe630a99a325,2012-08-28
PR-02322,Jessica,Fuller,2004-10-26,21,F,N,HH-00153,12,Year 12,Student,Student,17961.0,639,C,20:00-06:00,Y,0476135332,877799de7fd55ce9,2011-09-29
PR-02323,Jasmine,Knapp,1955-11-23,70,X,N,HH-00634,1,Certificate III,Retired,Retired,29094.0,665,C,20:00-06:00,N,0449098525,54e0cd9165bf3907,2016-09-15
PR-02324,Natalie,Anderson,1993-11-16,32,F,Y,HH-00934,19,Year 10,Trades,Electrician,81577.0,456,D,18:00-07:00 (strict),Y,0429329805,b2e6064eff49c913,2020-03-11
PR-02325,Hunter,Allen,2004-03-29,22,M,N,HH-00805,14,Diploma,Retail,Supermarket Worker,32753.0,599,C,20:00-06:00,N,0446202036,6951e0e778bd9e1d,2015-07-06
PR-02326,Kimberly,Sanchez,1978-06-10,48,F,N,HH-00930,24,Diploma,Health,Mental Health Clinician,90872.0,794,B,21:00-06:00,Y,0463072931,b619beee3e7fdc6b,2022-05-11
PR-02327,Randy,Hopkins,2003-12-10,22,M,N,HH-00315,4,Certificate III,Trades,Welder,75009.0,397,D,18:00-07:00 (strict),Y,0419041390,dab19e1e50748f7a,2024-06-10
PR-02328,Mark,Little,2007-04-19,19,M,Y,HH-00363,9,Year 12,Mining,Process Plant Technician,129861.0,679,C,20:00-06:00,N,0426978567,c4f5d92ad98dbeb8,2012-10-19
PR-02329,Jimmy,Carlson,1992-03-01,34,M,N,HH-00537,11,Year 12,Unemployed,Unemployed,18480.0,463,D,18:00-07:00 (strict),N,0466755255,4714566e00361618,2015-04-23
PR-02330,Steven,Davis,1972-08-02,53,M,N,HH-00652,0,Year 12,Mining,Process Plant Technician,115589.0,691,C,20:00-06:00,N,0482512113,864f0b688f9d75a3,2016-05-30
PR-02331,Mary,Myers,1975-12-18,50,X,N,HH-00580,3,Diploma,Retail,Supermarket Worker,49695.0,605,C,20:00-06:00,Y,0455039197,c6ba5ed0b5a9a42a,2011-08-30
PR-02332,Angel,Chung,2001-08-30,24,F,N,HH-00762,0,Year 10,Unemployed,Unemployed,22781.0,554,C,20:00-06:00,N,0466278367,8c5377fd4ac7100a,2020-12-22
PR-02333,Jaime,Edwards,1974-09-26,51,F,N,HH-00554,11,Year 10,Mining,Mine Geologist,147213.0,621,C,20:00-06:00,Y,0422560324,289a2f55fa8090a2,2022-09-03
PR-02334,Hector,Smith,1988-03-21,38,X,N,HH-00501,16,Year 10,Indigenous Services,Indigenous Ranger,67303.0,489,D,18:00-07:00 (strict),N,0449161178,81b717285079898d,2019-04-18
PR-02335,Lawrence,Johnson,1998-05-12,28,M,N,HH-01128,24,Certificate III,Public Safety,Regional Police Officer,99369.0,740,B,21:00-06:00,Y,0480319709,fd601672a8cb9354,2025-04-06
PR-02336,Timothy,Mendez,1984-09-18,41,X,N,HH-00437,18,Year 12,Retail,Supermarket Worker,39640.0,471,D,18:00-07:00 (strict),N,0418220986,d7440d4cd3b43e91,2013-07-27
PR-02337,Natalie,House,1988-06-08,38,F,Y,HH-00168,12,Year 12,Health,Pharmacist,90624.0,555,C,20:00-06:00,Y,0454315034,53f9ed39e6a0739a,2011-10-08
PR-02338,Alexander,Hunt,1983-10-17,42,M,N,HH-00028,4,Certificate IV,Mining,Process Plant Technician,112543.0,650,C,20:00-06:00,Y,0471482655,cf8966c618cbdff4,2023-06-28
PR-02339,Ashley,Robinson,1970-01-15,56,F,N,HH-00097,0,Year 10,Pastoral,Station Hand,76673.0,774,B,21:00-06:00,Y,0452649180,e14a08841f0566f5,2014-06-06
PR-02340,Nicholas,Case,1964-02-22,62,M,N,HH-00530,2,Certificate III,Education,Principal,83898.0,807,B,21:00-06:00,Y,0491631010,00ff0e5856b3b76e,2018-02-04
PR-02341,Tiffany,Bailey,1982-04-23,44,F,N,HH-00890,26,Certificate III,Public Safety,Regional Police Officer,79435.0,584,C,20:00-06:00,Y,0484994765,5ffeae9618f29ff0,2015-06-22
PR-02342,Patrick,Simpson,1972-11-08,53,M,N,HH-00876,12,Year 12,Education,Primary Teacher,69286.0,537,C,20:00-06:00,N,0466947676,f4b4615f34fc0241,2016-12-13
PR-02343,James,Thompson,1975-12-09,50,X,Y,HH-00674,19,Certificate III,Education,Principal,83283.0,536,C,20:00-06:00,Y,0479969884,d42a1b78aef9b4a1,2023-10-10
PR-02344,Douglas,Long,1987-08-05,38,M,Y,HH-01000,28,Diploma,Education,Primary Teacher,66731.0,403,D,18:00-07:00 (strict),N,0454672955,b77925bbc7760078,2022-01-30
PR-02345,Larry,Bauer,1979-03-28,47,X,N,HH-01128,25,Year 10,Government,Civic Harmony Auditor,110721.0,714,B,21:00-06:00,Y,0453909202,a14f8c09ec05638d,2018-03-08
PR-02346,Stephen,Henderson,1956-07-21,69,M,Y,HH-00370,19,Postgraduate,Retired,Retired,22955.0,460,D,18:00-07:00 (strict),N,0487645282,b021c8a2a086f4b6,2022-10-10
PR-02347,Cindy,Lawson,1985-10-23,40,X,Y,HH-00141,3,Year 10,Health,GP,64495.0,484,D,18:00-07:00 (strict),N,0474689969,99186cc4eb00e38b,2019-04-17
PR-02348,Jacqueline,Chen,2009-09-21,16,F,Y,HH-00352,12,Postgraduate,Student,Student,19080.0,466,D,18:00-07:00 (strict),Y,0475079143,5b28e364e1e880c2,2013-09-11
PR-02349,Arthur,Dixon,1995-03-24,31,X,Y,HH-01075,3,Bachelor,Pastoral,Stockman,58569.0,551,C,20:00-06:00,Y,0431151411,9c6fc4086b07415b,2015-06-18
PR-02350,Ronald,Newman,2009-04-04,17,M,N,HH-00398,17,Certificate III,Student,Student,19828.0,520,C,20:00-06:00,N,0496885711,251dd10a07f006b0,2016-04-14
PR-02351,Allen,White,2010-02-24,16,M,Y,HH-00123,9,Year 12,Student,Student,11262.0,719,B,21:00-06:00,Y,0479505854,bc8ee58f69af5570,2022-06-04
PR-02352,Heather,Jones,1998-02-04,28,F,N,HH-00966,0,Bachelor,Student,Student,23880.0,629,C,20:00-06:00,N,0435560882,f9a8e28493d11492,2016-07-23
PR-02353,Penny,Martinez,2009-10-03,16,F,N,HH-00395,16,Year 10,Student,Student,17497.0,722,B,21:00-06:00,N,0411070085,d37fb288f8375de8,2011-07-04
PR-02354,Gary,MARSHALL,1978-03-20,48,M,N,HH-00146,22,Postgraduate,Retail,Supermarket Worker,53398.0,574,C,20:00-06:00,Y,0472967268,98e35da3073173b9,2023-12-08
PR-02355,Justin,Cruz,1961-05-18,65,M,Y,HH-00493,21,Year 10,Government,Compliance Inspector,63342.0,558,C,20:00-06:00,Y,0497573473,f5013dd956d45870,2018-09-25
PR-02356,Dakota,Ramirez,1989-12-22,36,X,Y,HH-00243,10,Postgraduate,Mining,Mine Safety Officer,120465.0,509,C,20:00-06:00,Y,0416449155,128e29d299b4f8b8,2023-09-20
PR-02357,Scott,Jones,2010-02-12,16,M,Y,HH-00368,12,Certificate III,Student,Student,10499.0,466,D,18:00-07:00 (strict),N,0416956379,328c26401d611e27,2017-04-04
PR-02358,Nicole,Stewart,1998-08-04,27,F,N,HH-00491,27,No formal,Indigenous Services,Native Title Officer,65973.0,706,B,21:00-06:00,Y,0493086620,7d5fc67cf689df5d,2014-02-10
PR-02359,Robert,Jimenez,1996-05-07,30,M,N,HH-00157,6,Year 10,Trades,Builder,105858.0,826,B,21:00-06:00,Y,0491861257,576e1286a744499a,2017-04-01
PR-02360,Caleb,Jackson,1976-01-15,50,M,N,HH-00899,13,Certificate III,Health,Mental Health Clinician,93575.0,732,B,21:00-06:00,Y,0491792282,7eb7e1b1cea4a99b,2016-09-17
PR-02361,Kenneth,Mitchell,1997-10-12,28,M,N,HH-00357,22,Year 10,Pastoral,Station Manager,62962.0,524,C,20:00-06:00,Y,0459210325,68529a8ce28e0447,2023-05-04
PR-02362,William,Buck,1985-04-19,41,M,N,HH-00086,9,No formal,Indigenous Services,Land Council Liaison,99623.0,743,B,21:00-06:00,Y,0458926292,fe651c585e486108,2023-02-19
PR-02363,James,Huang,1984-11-18,41,M,N,HH-01009,20,Year 10,Student,Student,21651.0,621,C,20:00-06:00,Y,0420192332,c77ed223225ad913,2011-11-26
PR-02364,Maria,Jones,1997-03-05,29,F,N,HH-01013,24,Year 10,Retail,Hardware Store Clerk,48797.0,709,B,21:00-06:00,N,0474188387,1c6bfd131926b5cc,2022-08-03
PR-02365,Nathaniel,Hill,1992-12-05,33,M,Y,HH-00644,9,Year 10,Hospitality,Bartender,36023.0,415,D,18:00-07:00 (strict),N,0454124481,ca214c66969cad5f,2016-12-15
PR-02366,Kristie,Edwards,1991-07-15,34,F,Y,HH-00789,12,Certificate III,Retail,Supermarket Worker,50720.0,577,C,20:00-06:00,Y,0414388477,821c516ec30a6b6e,2016-11-10
PR-02367,Michael,Gibson,2009-12-11,16,M,N,HH-00687,5,Certificate IV,Student,Student,7082.0,674,C,20:00-06:00,N,0455132604,debbdc6cd40b212e,2024-11-22
PR-02368,David,Brooks,1972-11-22,53,X,N,HH-00259,21,Year 12,Unemployed,Unemployed,22925.0,663,C,20:00-06:00,Y,0477161703,8e389df077c2f508,2011-10-06
PR-02369,Anthony,Smith,1983-01-09,43,M,N,HH-00965,13,Year 10,Mining,Mine Geologist,133433.0,848,B,21:00-06:00,Y,0473349917,d95a1e53afc7467b,2015-11-15
PR-02370,Grace,Graham,1996-05-22,30,X,N,HH-00472,13,Postgraduate,Health,Pharmacist,52185.0,574,C,20:00-06:00,N,0461987708,bb512cbd0904f36e,2014-01-11
PR-02371,Stephanie,Wood,2008-07-22,17,F,N,HH-01060,17,Year 10,Student,Student,12025.0,707,B,21:00-06:00,Y,0476418337,9c86e3e145ca6d9d,2025-03-16
PR-02372,Timothy,Parrish,1979-08-10,46,M,N,HH-00662,6,Year 10,Health,Pharmacist,102246.0,903,A,22:00-06:00 (advisory only),Y,0454704247,ba2f4fe8eed19e3b,2022-05-05
PR-02373,Ashley,Valentine,2009-09-04,16,F,N,HH-00785,10,Certificate IV,Student,Student,16803.0,663,C,20:00-06:00,Y,0415287868,a53a47f8095c8526,2015-12-18
PR-02374,Lisa,Burnett,1991-07-22,34,F,N,HH-00968,9,Year 10,Trades,Electrician,91511.0,818,B,21:00-06:00,Y,0416661158,21056b27af7bbfc8,2013-09-26
PR-02375,Brenda,Murray,2010-01-30,16,F,N,HH-00995,16,Bachelor,Student,Student,20758.0,570,C,20:00-06:00,Y,0489084880,77435bece76739b0,2023-06-02
PR-02376,Nicole,Barron,1976-09-29,49,F,N,HH-00484,12,Certificate III,Government,Regional Admin Field Officer,87500.0,742,B,21:00-06:00,Y,0497470016,87976cf5089725ce,2017-02-20
PR-02377,Jeremy,Martinez,1969-06-15,57,M,N,HH-00750,0,No formal,Retail,Supermarket Worker,52365.0,608,C,20:00-06:00,Y,0466479971,75cd429624a0d693,2019-06-11
PR-02378,Matthew,Bray,1963-01-02,63,M,N,HH-00659,10,Bachelor,Public Safety,Correctional Officer,67900.0,801,B,21:00-06:00,Y,0417813136,22b31b4164486e6a,2021-08-01
PR-02379,Courtney,Baker,1989-06-20,37,F,N,HH-00636,19,Certificate IV,Hospitality,Bartender,51406.0,515,C,20:00-06:00,Y,0469507748,c3a846005c58cca9,2012-07-06
PR-02380,Angelica,Salas,1997-05-10,29,X,N,HH-00907,15,Bachelor,Public Safety,Fire & Rescue,112397.0,644,C,20:00-06:00,Y,0416020320,7554346b44c11c8f,2021-08-24
PR-02381,Daniel,Miller,2007-10-09,18,M,N,HH-01078,11,Diploma,Unemployed,Unemployed,22314.0,702,B,21:00-06:00,Y,0454976751,0a52b34192a0a63f,2012-03-13
PR-02382,Alexander,Robinson,2009-08-31,16,X,N,HH-00150,6,Certificate IV,Student,Student,15003.0,827,B,21:00-06:00,Y,0445233778,28fcbd61cdb23e05,2013-12-25
PR-02383,Brian,Clark,2009-08-14,16,M,N,HH-00994,7,Year 10,Student,Student,19852.0,668,C,20:00-06:00,N,0462869451,c1fcc2449082e001,2018-09-27
PR-02384,Scott,Hodges,1991-10-09,34,M,N,HH-00952,11,Year 10,Mining,FIFO Drill Operator,168415.0,728,B,21:00-06:00,Y,0495253681,18360901507fa692,2017-09-16
PR-02385,Christian,Wagner,1986-10-17,39,M,Y,HH-00966,20,Bachelor,Unemployed,Unemployed,19015.0,595,C,20:00-06:00,N,0444418071,f50dd2b30b524935,2014-06-01
PR-02386,Jack,Hester,1981-07-10,45,M,N,HH-00271,8,Year 10,Unemployed,Unemployed,24825.0,797,B,21:00-06:00,N,0421848331,a16591223b8b5189,2018-07-17
PR-02387,Penny,Lopez,1983-01-14,43,F,N,HH-00661,10,Year 10,Unemployed,Unemployed,24997.0,625,C,20:00-06:00,N,0476732339,1a0c466e6ed40541,2013-08-26
